alias,gene
ENSG00000238287,RP11-656D10.3
ENSG00000164002,EXO5
ENSG00000227278,RP11-656D10.5
ENSG00000238186,RP11-656D10.6
ENSG00000117010,ZNF684
ENSG00000233910,GTF2F2P2
ENSG00000117016,RIMS3
ENSG00000237899,RP4-739H11.3
ENSG00000272145,NFYC-AS1
ENSG00000066136,NFYC
ENSG00000117013,KCNQ4
ENSG00000179862,CITED4
ENSG00000229528,RP5-1066H13.4
ENSG00000228940,RP11-348A7.1
ENSG00000171793,CTPS1
ENSG00000281207,SLFNL1-AS1
ENSG00000171790,SLFNL1
ENSG00000010803,SCMH1
ENSG00000235358,RP11-399E6.1
ENSG00000204060,FOXO6
ENSG00000229901,RP11-399E6.4
ENSG00000127129,EDN2
ENSG00000127124,HIVEP3
ENSG00000230638,RP11-486B10.4
ENSG00000227538,HNRNPFP1
ENSG00000228776,RP11-319C21.1
ENSG00000044012,GUCA2B
ENSG00000197273,GUCA2A
ENSG00000198815,FOXJ3
ENSG00000227527,RP11-223A3.1
ENSG00000177181,RIMKLA
ENSG00000235002,RP11-157D18.2
ENSG00000066185,ZMYND12
ENSG00000127125,PPCS
ENSG00000186409,CCDC30
ENSG00000236876,TMSB4XP1
ENSG00000171960,PPIH
ENSG00000234917,RP5-994D16.3
ENSG00000065978,YBX1
ENSG00000164007,CLDN19
ENSG00000117385,P3H1
ENSG00000164008,C1orf50
ENSG00000274386,RP5-994D16.11
ENSG00000177868,CCDC23
ENSG00000164010,ERMAP
ENSG00000228192,RP11-342M1.3
ENSG00000164011,ZNF691
ENSG00000233708,RP11-342M1.7
ENSG00000237090,RP11-342M1.6
ENSG00000225099,ATP6V1E1P1
ENSG00000117394,SLC2A1
ENSG00000227533,SLC2A1-AS1
ENSG00000186973,FAM183A
ENSG00000117395,EBNA1BP2
ENSG00000243710,CFAP57
ENSG00000179178,TMEM125
ENSG00000253313,C1orf210
ENSG00000066056,TIE1
ENSG00000117400,MPL
ENSG00000234694,RP1-92O14.3
ENSG00000117399,CDC20
ENSG00000066322,ELOVL1
ENSG00000159479,MED8
ENSG00000229431,RP1-92O14.6
ENSG00000198198,SZT2
ENSG00000229372,SZT2-AS1
ENSG00000178922,HYI
ENSG00000229348,HYI-AS1
ENSG00000142949,PTPRF
ENSG00000066135,KDM4A
ENSG00000236200,KDM4A-AS1
ENSG00000126091,ST3GAL3
ENSG00000229444,RP11-184I16.4
ENSG00000224751,SHMT1P1
ENSG00000117407,ARTN
ENSG00000237950,RP11-7O11.3
ENSG00000117408,IPO13
ENSG00000132768,DPH2
ENSG00000117410,ATP6V0B
ENSG00000117411,B4GALT2
ENSG00000159214,CCDC24
ENSG00000196517,SLC6A9
ENSG00000230615,RP5-1198O20.4
ENSG00000227163,RP5-1198O20.5
ENSG00000171872,KLF17
ENSG00000233514,RP11-570P14.1
ENSG00000271329,RP5-891H21.5
ENSG00000178028,DMAP1
ENSG00000117419,ERI3
ENSG00000187147,RNF220
ENSG00000126106,TMEM53
ENSG00000198520,C1orf228
ENSG00000199377,RNU5F-1
ENSG00000200169,RNU5D-1
ENSG00000142945,KIF2C
ENSG00000225721,RP11-269F19.2
ENSG00000142937,RPS8
ENSG00000234093,RPS15AP11
ENSG00000142959,BEST4
ENSG00000173846,PLK3
ENSG00000222009,BTBD19
ENSG00000117425,PTCH2
ENSG00000226499,RP5-882O7.1
ENSG00000070785,EIF2B3
ENSG00000229815,CCNB1IP1P1
ENSG00000268949,MRPS17P1
ENSG00000126107,HECTD3
ENSG00000126088,UROD
ENSG00000162415,ZSWIM5
ENSG00000281912,LINC01144
ENSG00000186603,HPDL
ENSG00000132781,MUTYH
ENSG00000132773,TOE1
ENSG00000070759,TESK2
ENSG00000280670,CCDC163P
ENSG00000132763,MMACHC
ENSG00000117450,PRDX1
ENSG00000234379,HMGB1P48
ENSG00000117448,AKR1A1
ENSG00000281133,AL355480.3
ENSG00000280836,AL355480.1
ENSG00000132780,NASP
ENSG00000281112,AL355480.2
ENSG00000159588,CCDC17
ENSG00000159592,GPBP1L1
ENSG00000159596,TMEM69
ENSG00000197429,IPP
ENSG00000086015,MAST2
ENSG00000232467,TMA16P2
ENSG00000117461,PIK3R3
ENSG00000278139,RP4-533D7.6
ENSG00000226957,RP4-533D7.4
ENSG00000227857,RP4-533D7.5
ENSG00000117472,TSPAN1
ENSG00000085998,POMGNT1
ENSG00000171357,LURAP1
ENSG00000085999,RAD54L
ENSG00000132128,LRRC41
ENSG00000173660,UQCRH
ENSG00000117481,NSUN4
ENSG00000225779,RP4-603I14.3
ENSG00000117480,FAAH
ENSG00000232022,FAAHP1
ENSG00000225667,LINC00505
ENSG00000197587,DMBX1
ENSG00000269956,MKNK1-AS1
ENSG00000162456,KNCN
ENSG00000079277,MKNK1
ENSG00000123472,ATPAF1
ENSG00000186118,TEX38
ENSG00000228237,EFCAB14-AS1
ENSG00000159658,EFCAB14
ENSG00000142973,CYP4B1
ENSG00000154198,CYP4Z2P
ENSG00000187048,CYP4A11
ENSG00000186377,CYP4X1
ENSG00000186160,CYP4Z1
ENSG00000225154,RP11-184J23.2
ENSG00000225506,CYP4A22-AS1
ENSG00000162365,CYP4A22
ENSG00000224805,LINC00853
ENSG00000162366,PDZK1IP1
ENSG00000162367,TAL1
ENSG00000226252,RP1-18D14.7
ENSG00000123473,STIL
ENSG00000162368,CMPK1
ENSG00000225762,LINC01389
ENSG00000186790,FOXE3
ENSG00000237424,FOXD2-AS1
ENSG00000186564,FOXD2
ENSG00000227947,RP11-543D5.1
ENSG00000269113,TRABD2B
ENSG00000237180,CYP46A4P
ENSG00000242267,SKINTL
ENSG00000117834,SLC5A9
ENSG00000272491,RP5-1024N4.4
ENSG00000279214,AL109659.1
ENSG00000132122,SPATA6
ENSG00000235105,RP11-329A14.1
ENSG00000223175,RNU4-61P
ENSG00000232514,RP11-329A14.2
ENSG00000186094,AGBL4
ENSG00000229846,RP11-141A19.1
ENSG00000230114,RP11-141A19.2
ENSG00000215887,ZNF859P
ENSG00000279324,RP11-93G23.2
ENSG00000162374,ELAVL4
ENSG00000237337,RP11-567C20.2
ENSG00000233407,RP11-567C20.3
ENSG00000234080,RP11-183G22.1
ENSG00000229316,HMGB1P45
ENSG00000225671,FCF1P6
ENSG00000142700,DMRTA2
ENSG00000185104,FAF1
ENSG00000225767,RP5-850O15.3
ENSG00000123080,CDKN2C
ENSG00000204006,C1orf185
ENSG00000213478,CFL1P2
ENSG00000203356,LINC01562
ENSG00000123091,RNF11
ENSG00000233406,RP11-296A18.5
ENSG00000236434,RP11-296A18.6
ENSG00000085831,TTC39A
ENSG00000261664,TTC39A-AS1
ENSG00000085832,EPS15
ENSG00000232027,RP11-275F13.3
ENSG00000206595,RNU6-877P
ENSG00000238140,RP11-253A20.1
ENSG00000227070,RP11-191G24.1
ENSG00000227742,CALR4P
ENSG00000117859,OSBPL9
ENSG00000078618,NRD1
ENSG00000266993,RP4-657D16.3
ENSG00000272175,RP4-657D16.6
ENSG00000169213,RAB3B
ENSG00000229032,RP11-91A18.1
ENSG00000117862,TXNDC12
ENSG00000223390,RP11-91A18.4
ENSG00000228369,TXNDC12-AS1
ENSG00000134717,BTF3L4
ENSG00000157077,ZFYVE9
ENSG00000228407,RP4-800M22.1
ENSG00000223429,RP4-800M22.2
ENSG00000236004,RP4-800M22.4
ENSG00000237663,DNAJC19P7
ENSG00000154222,CC2D1B
ENSG00000272100,RP11-155O18.6
ENSG00000224680,PLA2G12AP1
ENSG00000085840,ORC1
ENSG00000134748,PRPF38A
ENSG00000134744,ZCCHC11
ENSG00000272371,RP11-25O10.2
ENSG00000236290,EEF1GP7
ENSG00000116157,GPX7
ENSG00000182183,FAM159A
ENSG00000162377,COA7
ENSG00000233664,NDUFS5P3
ENSG00000162378,ZYG11B
ENSG00000228929,RPS13P2
ENSG00000203995,ZYG11A
ENSG00000121310,ECHDC2
ENSG00000230953,RP4-631H13.6
ENSG00000116171,SCP2
ENSG00000236360,RP11-334A14.2
ENSG00000174348,PODN
ENSG00000232993,RP11-334A14.5
ENSG00000162383,SLC1A7
ENSG00000277397,RP5-1024G6.9
ENSG00000157184,CPT2
ENSG00000236723,RP5-1024G6.2
ENSG00000162384,C1orf123
ENSG00000259818,RP5-1024G6.7
ENSG00000162385,MAGOH
ENSG00000226754,RP5-1024G6.5
ENSG00000157193,LRP8
ENSG00000234578,RP4-784A16.1
ENSG00000228838,RP4-784A16.2
ENSG00000225675,RP4-784A16.5
ENSG00000230138,RP11-117D22.2
ENSG00000236253,SLC25A3P1
ENSG00000143006,DMRTB1
ENSG00000174332,GLIS1
ENSG00000058804,NDC1
ENSG00000058799,YIPF1
ENSG00000211452,DIO1
ENSG00000081870,HSPB11
ENSG00000116212,LRRC42
ENSG00000219102,HNRNPA3P12
ENSG00000203985,LDLRAD1
ENSG00000116209,TMEM59
ENSG00000116205,TCEANC2
ENSG00000157211,CDCP2
ENSG00000280425,RP11-446E24.3
ENSG00000256407,RP11-446E24.4
ENSG00000116221,MRPL37
ENSG00000157216,SSBP3
ENSG00000198711,SSBP3-AS1
ENSG00000232245,RP4-705F19.1
ENSG00000265404,AC099796.1
ENSG00000237173,RP5-866L20.2
ENSG00000162390,ACOT11
ENSG00000162391,FAM151A
ENSG00000230728,RP11-240D10.4
ENSG00000271723,MROH7-TTC4
ENSG00000243725,TTC4
ENSG00000162396,PARS2
ENSG00000006555,TTC22
ENSG00000237453,RP11-67L3.2
ENSG00000162398,C1orf177
ENSG00000116133,DHCR24
ENSG00000242396,RP11-67L3.5
ENSG00000233203,RP11-67L3.4
ENSG00000143001,TMEM61
ENSG00000233271,RP11-12C17.2
ENSG00000162399,BSND
ENSG00000169174,PCSK9
ENSG00000162402,USP24
ENSG00000231090,RP11-101C11.1
ENSG00000234810,RP11-466L17.1
ENSG00000233147,RP11-90C4.1
ENSG00000230250,RP11-90C4.2
ENSG00000235612,RP1-158P9.1
ENSG00000260971,RP11-504A18.1
ENSG00000162407,PPAP2B
ENSG00000236776,RPL21P23
ENSG00000162409,PRKAA2
ENSG00000187889,C1orf168
ENSG00000157131,C8A
ENSG00000021852,C8B
ENSG00000236341,RP5-1103B4.3
ENSG00000173406,DAB1
ENSG00000227935,RP6-102O10.1
ENSG00000226759,DAB1-AS1
ENSG00000235038,RP11-393I23.4
ENSG00000162600,OMA1
ENSG00000184292,TACSTD2
ENSG00000185839,RP4-592A1.2
ENSG00000162601,MYSM1
ENSG00000177606,JUN
ENSG00000234807,LINC01135
ENSG00000272226,RP11-63G10.3
ENSG00000231740,RP11-63G10.2
ENSG00000232453,RP4-794H19.1
ENSG00000228121,PHBP3
ENSG00000230812,LINC01358
ENSG00000235215,RP11-145M4.2
ENSG00000237352,RP11-145M4.3
ENSG00000224609,HSD52
ENSG00000281041,RP11-470E16.2
ENSG00000270457,RP11-467C18.1
ENSG00000172456,FGGY
ENSG00000226883,RP4-782L23.2
ENSG00000231816,RP4-782L23.1
ENSG00000134709,HOOK1
ENSG00000134716,CYP2J2
ENSG00000162598,C1orf87
ENSG00000238242,RP11-575B7.3
ENSG00000226476,RP11-776H12.1
ENSG00000231252,RP11-436K8.1
ENSG00000162599,NFIA
ENSG00000237928,NFIA-AS2
ENSG00000237853,NFIA-AS1
ENSG00000162604,TM2D1
ENSG00000271200,RP11-430G17.3
ENSG00000132849,INADL
ENSG00000234204,PIGPP2
ENSG00000240563,L1TD1
ENSG00000132854,KANK4
ENSG00000162607,USP1
ENSG00000116641,DOCK7
ENSG00000132855,ANGPTL3
ENSG00000278967,RP5-849H19.3
ENSG00000235545,RP11-230B22.1
ENSG00000125703,ATG4C
ENSG00000234318,RP4-771M4.3
ENSG00000229537,RP11-5P4.1
ENSG00000227485,RP11-5P4.2
ENSG00000203605,RP11-335E6.2
ENSG00000224209,LINC00466
ENSG00000228734,RP11-335E6.3
ENSG00000230798,FOXD3-AS1
ENSG00000236674,RP4-792G4.3
ENSG00000088035,ALG6
ENSG00000142856,ITGB3BP
ENSG00000203965,EFCAB7
ENSG00000079739,PGM1
ENSG00000185483,ROR1
ENSG00000177452,RP4-597J3.1
ENSG00000228056,CFL1P3
ENSG00000223949,ROR1-AS1
ENSG00000177414,UBE2U
ENSG00000158966,CACHD1
ENSG00000162437,RAVER2
ENSG00000162434,JAK1
ENSG00000226891,LINC01359
ENSG00000272506,RP4-535B20.4
ENSG00000212257,RNU6-1176P
ENSG00000265996,MIR3671
ENSG00000231485,RP4-535B20.1
ENSG00000235804,RP4-535B20.2
ENSG00000234496,MRPS21P1
ENSG00000162433,AK4
ENSG00000116675,DNAJC6
ENSG00000229294,RP5-1044H5.1
ENSG00000222624,RNU2-15P
ENSG00000213625,LEPROT
ENSG00000116678,LEPR
ENSG00000224570,RP11-430H12.2
ENSG00000239319,RN7SL854P
ENSG00000184588,PDE4B
ENSG00000227466,RP11-397C12.1
ENSG00000118473,SGIP1
ENSG00000248458,RP4-598P13.1
ENSG00000152760,TCTEX1D1
ENSG00000172410,INSL5
ENSG00000152763,WDR78
ENSG00000198160,MIER1
ENSG00000116704,SLC35D1
ENSG00000203963,C1orf141
ENSG00000162594,IL23R
ENSG00000081985,IL12RB2
ENSG00000142864,SERBP1
ENSG00000235200,RP4-763G1.2
ENSG00000116717,GADD45A
ENSG00000172380,GNG12
ENSG00000232284,GNG12-AS1
ENSG00000162595,DIRAS3
ENSG00000116729,WLS
ENSG00000229133,RPS7P4
ENSG00000116745,RPE65
ENSG00000024526,DEPDC1
ENSG00000233589,RP4-694A7.2
ENSG00000234264,DEPDC1-AS1
ENSG00000223883,RP11-424D14.1
ENSG00000235446,RP11-74K19.1
ENSG00000229639,RP3-380B4.1
ENSG00000033122,LRRC7
ENSG00000270615,SGOL1P1
ENSG00000237919,RP11-181B18.1
ENSG00000066557,LRRC40
ENSG00000116754,SRSF11
ENSG00000228988,RP4-677H15.4
ENSG00000118454,ANKRD13C
ENSG00000197568,HHLA3
ENSG00000226088,RP11-180O5.2
ENSG00000279230,AL158839.1
ENSG00000116761,CTH
ENSG00000271992,RP11-42O15.3
ENSG00000233020,RP11-42O15.2
ENSG00000229051,RP5-952N6.1
ENSG00000050628,PTGER3
ENSG00000235782,RP3-333A15.1
ENSG00000235079,ZRANB2-AS1
ENSG00000132485,ZRANB2
ENSG00000229956,ZRANB2-AS2
ENSG00000226324,RP11-115M14.1
ENSG00000172260,NEGR1
ENSG00000231985,RP11-82L20.1
ENSG00000233994,GDI2P2
ENSG00000227207,RPL31P12
ENSG00000225087,RP4-660H19.1
ENSG00000227016,RP11-262K1.1
ENSG00000280317,RP11-25L19.1
ENSG00000233973,LINC01360
ENSG00000223479,RP4-788P17.1
ENSG00000162620,LRRIQ3
ENSG00000254685,FPGT
ENSG00000259030,FPGT-TNNI3K
ENSG00000116783,TNNI3K
ENSG00000237324,RP11-439H8.4
ENSG00000162621,LRRC53
ENSG00000178965,ERICH3
ENSG00000234497,ERICH3-AS1
ENSG00000272864,RP11-17E13.2
ENSG00000116791,CRYZ
ENSG00000162623,TYW3
ENSG00000162624,LHX8
ENSG00000137968,SLC44A5
ENSG00000224493,RP11-87O11.1
ENSG00000230863,RP4-595K12.2
ENSG00000178193,RP4-682C21.5
ENSG00000117054,ACADM
ENSG00000181227,RP4-682C21.2
ENSG00000137955,RABGGTB
ENSG00000057468,MSH4
ENSG00000154007,ASB17
ENSG00000225605,RP11-550H2.1
ENSG00000230027,RP11-550H2.2
ENSG00000184005,ST6GALNAC3
ENSG00000272855,RP5-1102E8.3
ENSG00000226415,TPI1P1
ENSG00000237552,RP11-415A20.1
ENSG00000117069,ST6GALNAC5
ENSG00000230498,RP4-564M11.2
ENSG00000142892,PIGK
ENSG00000226084,RP4-706A16.3
ENSG00000228187,RP11-363H12.1
ENSG00000154027,AK5
ENSG00000233099,RP11-375A5.1
ENSG00000036549,ZZZ3
ENSG00000243437,RN7SL370P
ENSG00000077254,USP33
ENSG00000180488,FAM73A
ENSG00000219201,RP11-181C21.4
ENSG00000235927,NEXN-AS1
ENSG00000162614,NEXN
ENSG00000162613,FUBP1
ENSG00000162616,DNAJB4
ENSG00000137960,GIPC2
ENSG00000273338,RP11-386I14.4
ENSG00000213561,RP11-386I14.2
ENSG00000237413,MGC27382
ENSG00000122420,PTGFR
ENSG00000137959,IFI44L
ENSG00000137965,IFI44
ENSG00000238015,RP4-641G12.3
ENSG00000235400,RP4-641G12.4
ENSG00000162618,ELTD1
ENSG00000230787,PSAT1P3
ENSG00000232676,ADH5P2
ENSG00000260322,RP11-339A11.2
ENSG00000236407,HMGB1P18
ENSG00000225598,RP11-339D23.1
ENSG00000227062,RP11-115A15.4
ENSG00000224326,RP5-933B4.1
ENSG00000234184,RP5-887A10.1
ENSG00000229752,RPL7P10
ENSG00000235089,RP3-445O10.1
ENSG00000223026,RN7SKP247
ENSG00000117114,LPHN2
ENSG00000234953,RP5-837I24.2
ENSG00000236676,RP5-837I24.4
ENSG00000233290,RP11-147G16.1
ENSG00000230817,LINC01362
ENSG00000236268,LINC01361
ENSG00000231364,RP11-413G15.1
ENSG00000233008,RP11-475O6.1
ENSG00000237076,RP5-836J3.1
ENSG00000137941,TTLL7
ENSG00000229486,RP4-552O12.1
ENSG00000271576,RP11-486G15.2
ENSG00000142875,PRKACB
ENSG00000226970,RP11-82H13.2
ENSG00000203943,SAMD13
ENSG00000240520,UOX
ENSG00000137976,DNASE2B
ENSG00000117133,RPF1
ENSG00000174021,GNG5
ENSG00000122432,SPATA1
ENSG00000117151,CTBS
ENSG00000180869,LINC01555
ENSG00000232622,RP11-484D4.3
ENSG00000117155,SSX2IP
ENSG00000171517,LPAR3
ENSG00000153898,MCOLN2
ENSG00000162643,WDR63
ENSG00000055732,MCOLN3
ENSG00000280099,RP11-33E12.2
ENSG00000097096,SYDE2
ENSG00000162642,C1orf52
ENSG00000142867,BCL10
ENSG00000223653,RP11-131L23.1
ENSG00000153904,DDAH1
ENSG00000273264,RP11-131L23.2
ENSG00000272691,RP11-290M5.4
ENSG00000142871,CYR61
ENSG00000117174,ZNHIT6
ENSG00000171502,COL24A1
ENSG00000229505,RP4-682E18.1
ENSG00000122417,ODF2L
ENSG00000137975,CLCA2
ENSG00000016490,CLCA1
ENSG00000016602,CLCA4
ENSG00000236915,RP4-651E10.4
ENSG00000153923,CLCA3P
ENSG00000261737,RP4-612B15.3
ENSG00000097033,SH3GLB1
ENSG00000230721,RP4-612B15.2
ENSG00000183291,SEP15
ENSG00000153936,HS2ST1
ENSG00000267734,RP4-604K5.3
ENSG00000224198,RP4-604K5.2
ENSG00000267561,RP5-1052I5.2
ENSG00000235251,RP11-384B12.2
ENSG00000143013,LMO4
ENSG00000227290,LINC01364
ENSG00000279778,RP11-60A14.1
ENSG00000224235,RP5-1027O11.1
ENSG00000239504,RN7SL583P
ENSG00000237505,PKN2-AS1
ENSG00000237959,RPL36AP10
ENSG00000065243,PKN2
ENSG00000137947,GTF2B
ENSG00000137944,CCBL2
ENSG00000117226,GBP3
ENSG00000117228,GBP1
ENSG00000234518,PTGES3P1
ENSG00000162645,GBP2
ENSG00000213512,GBP7
ENSG00000162654,GBP4
ENSG00000154451,GBP5
ENSG00000237568,RP4-620F22.2
ENSG00000238081,RP4-620F22.3
ENSG00000233235,RP5-908D6.1
ENSG00000183347,GBP6
ENSG00000225492,GBP1P1
ENSG00000197147,LRRC8B
ENSG00000231999,FLJ27354
ENSG00000230735,RP11-413E1.4
ENSG00000271949,RP11-302M6.4
ENSG00000226394,RP11-413E1.2
ENSG00000272931,RP5-943J3.2
ENSG00000171492,LRRC8D
ENSG00000272672,RP11-302M6.5
ENSG00000228175,GEMIN8P4
ENSG00000162664,ZNF326
ENSG00000229201,RP5-827O9.1
ENSG00000143032,BARHL2
ENSG00000233593,RP4-665J23.1
ENSG00000225446,RP4-665J23.2
ENSG00000272094,RP4-665J23.4
ENSG00000232882,PHKA1P1
ENSG00000122482,ZNF644
ENSG00000232393,RPL5P6
ENSG00000162669,HFM1
ENSG00000097046,CDC7
ENSG00000203914,HSP90B3P
ENSG00000069702,TGFBR3
ENSG00000137948,BRDT
ENSG00000172031,EPHX4
ENSG00000233228,LPCAT2BP
ENSG00000230667,SETSIP
ENSG00000189195,BTBD8
ENSG00000069712,KIAA1107
ENSG00000273487,RP4-621B10.8
ENSG00000203910,C1orf146
ENSG00000233125,ACTBP12
ENSG00000174842,GLMN
ENSG00000122484,RPAP2
ENSG00000162676,GFI1
ENSG00000067208,EVI5
ENSG00000225505,RP11-330C7.3
ENSG00000122406,RPL5
ENSG00000154511,FAM69A
ENSG00000229052,RP11-386I23.1
ENSG00000143033,MTF2
ENSG00000117500,TMED5
ENSG00000122483,CCDC18
ENSG00000237003,RP4-612C19.1
ENSG00000223745,RP4-717I23.3
ENSG00000117505,DR1
ENSG00000137942,FNBP1L
ENSG00000137936,BCAR3
ENSG00000224093,RP5-1033H22.2
ENSG00000260464,RP4-561L24.3
ENSG00000067334,DNTTIP2
ENSG00000023909,GCLM
ENSG00000236689,RP5-837O21.3
ENSG00000198691,ABCA4
ENSG00000137962,ARHGAP29
ENSG00000236098,RP11-148B18.4
ENSG00000226835,RP11-148B18.3
ENSG00000117528,ABCD3
ENSG00000117525,F3
ENSG00000223675,RP11-86H7.6
ENSG00000235565,RP11-86H7.7
ENSG00000224081,LINC01057
ENSG00000143036,SLC44A3
ENSG00000237416,RP11-465K1.2
ENSG00000117519,CNN3
ENSG00000235501,RP4-639F20.1
ENSG00000172339,ALG14
ENSG00000230427,RP11-313A24.1
ENSG00000152078,TMEM56
ENSG00000271092,TMEM56-RWDD3
ENSG00000226026,RP11-57H12.3
ENSG00000228852,RP11-57H12.5
ENSG00000228504,RP4-586O15.1
ENSG00000237954,RP11-14O19.2
ENSG00000228971,RP11-286B14.1
ENSG00000237435,RP11-147C23.1
ENSG00000231987,RP5-898J17.1
ENSG00000225923,RP4-736I12.1
ENSG00000234422,UBE2WP1
ENSG00000228502,EEF1A1P11
ENSG00000137970,RPL7P9
ENSG00000117569,PTBP2
ENSG00000265771,AL592205.2
ENSG00000188641,DPYD
ENSG00000232878,DPYD-AS1
ENSG00000228057,SEC63P1
ENSG00000230718,RP11-272L13.2
ENSG00000270911,RP11-272L13.4
ENSG00000269998,RP11-272L13.3
ENSG00000259946,RP11-490G2.2
ENSG00000225206,MIR137HG
ENSG00000233557,NFU1P2
ENSG00000226053,RP5-1070A16.1
ENSG00000280040,RP11-296E3.2
ENSG00000162627,SNX7
ENSG00000117598,LPPR5
ENSG00000232825,RP5-896L10.1
ENSG00000117600,LPPR4
ENSG00000224445,RP11-413P11.1
ENSG00000099260,PALMD
ENSG00000223656,HMGB3P10
ENSG00000156869,FRRS1
ENSG00000162688,AGL
ENSG00000228084,RP5-884G6.2
ENSG00000117620,SLC35A3
ENSG00000261254,RP4-714D9.5
ENSG00000156875,HIAT1
ENSG00000241073,RP4-714D9.2
ENSG00000156876,SASS6
ENSG00000122435,TRMT13
ENSG00000122477,LRRC39
ENSG00000137992,DBT
ENSG00000271415,RP11-305E17.7
ENSG00000225169,BRI3P1
ENSG00000224616,RTCA-AS1
ENSG00000137996,RTCA
ENSG00000079335,CDC14A
ENSG00000234332,BCAS2P2
ENSG00000228086,RP5-837M10.4
ENSG00000181656,GPR88
ENSG00000230402,LINC01349
ENSG00000162692,VCAM1
ENSG00000162694,EXTL2
ENSG00000273204,RP4-549L20.3
ENSG00000162695,SLC30A7
ENSG00000230946,HNRNPA1P68
ENSG00000117543,DPH5
ENSG00000233184,RP11-421L21.3
ENSG00000225938,RP4-575N6.4
ENSG00000170989,S1PR1
ENSG00000260940,RP4-575N6.5
ENSG00000228399,RP4-575N6.2
ENSG00000231671,LINC01307
ENSG00000226715,RP11-411H5.1
ENSG00000183298,RP11-556K13.1
ENSG00000118733,OLFM3
ENSG00000162699,DNAJA1P5
ENSG00000233359,RP11-202K23.1
ENSG00000230864,RP5-936J12.1
ENSG00000060718,COL11A1
ENSG00000230759,RP11-153F1.2
ENSG00000224613,RP11-153F1.1
ENSG00000185946,RNPC3
ENSG00000240038,AMY2B
ENSG00000243480,AMY2A
ENSG00000237763,AMY1A
ENSG00000227408,AMYP1
ENSG00000215869,RP11-364B6.1
ENSG00000230768,RP11-251P6.1
ENSG00000227850,SEPT2P1
ENSG00000237897,RP11-90H3.2
ENSG00000232952,RP11-90H3.1
ENSG00000233047,RP11-24P14.1
ENSG00000237480,RP5-947P14.1
ENSG00000237460,RP11-233E12.1
ENSG00000198890,PRMT6
ENSG00000162631,NTNG1
ENSG00000224550,RP11-270C12.3
ENSG00000134215,VAV3
ENSG00000230489,VAV3-AS1
ENSG00000226822,RP11-356N1.2
ENSG00000085491,SLC25A24
ENSG00000260879,RP11-483I13.5
ENSG00000280186,RP11-483I13.6
ENSG00000238122,RP11-483I13.2
ENSG00000241361,SLC25A24P1
ENSG00000186086,NBPF6
ENSG00000238118,SLC25A24P2
ENSG00000162636,FAM102B
ENSG00000162639,HENMT1
ENSG00000134186,PRPF38B
ENSG00000143107,FNDC7
ENSG00000116266,STXBP3
ENSG00000228076,RP11-475E11.2
ENSG00000162641,AKNAD1
ENSG00000274068,RP11-475E11.9
ENSG00000203897,SPATA42
ENSG00000121957,GPSM2
ENSG00000085433,WDR47
ENSG00000244716,RP11-20O24.4
ENSG00000228665,RP11-20O24.1
ENSG00000197780,TAF13
ENSG00000273382,RP5-1065J22.8
ENSG00000215717,TMEM167B
ENSG00000251484,RP5-1065J22.4
ENSG00000179902,C1orf194
ENSG00000116299,KIAA1324
ENSG00000031698,SARS
ENSG00000143126,CELSR2
ENSG00000134222,PSRC1
ENSG00000221986,MYBPHL
ENSG00000134243,SORT1
ENSG00000143106,PSMA5
ENSG00000143028,SYPL2
ENSG00000162650,ATXN7L2
ENSG00000174151,CYB561D1
ENSG00000181754,AMIGO1
ENSG00000156097,GPR61
ENSG00000254942,RP5-1160K1.8
ENSG00000065135,GNAI3
ENSG00000134183,GNAT2
ENSG00000116337,AMPD2
ENSG00000228703,RP5-1160K1.6
ENSG00000235045,RPL7P8
ENSG00000168765,GSTM4
ENSG00000213366,GSTM2
ENSG00000260246,AC000032.2
ENSG00000134201,GSTM5
ENSG00000134202,GSTM3
ENSG00000198758,EPS8L3
ENSG00000228420,RP4-735C1.6
ENSG00000184371,CSF1
ENSG00000168710,AHCYL1
ENSG00000143093,STRIP1
ENSG00000156150,ALX3
ENSG00000258673,LINC01397
ENSG00000186150,UBL4B
ENSG00000197106,SLC6A17
ENSG00000227091,RP5-1028L10.1
ENSG00000224965,KCNC4-AS1
ENSG00000116396,KCNC4
ENSG00000227963,RP5-1074L1.1
ENSG00000162775,RBM15
ENSG00000224699,LAMTOR5-AS1
ENSG00000168679,SLC16A4
ENSG00000134248,LAMTOR5
ENSG00000143125,PROK1
ENSG00000240194,CYMP
ENSG00000177301,KCNA2
ENSG00000259834,RP11-284N8.3
ENSG00000177272,KCNA3
ENSG00000237415,NRBF2P3
ENSG00000143119,CD53
ENSG00000261654,RP11-96K19.4
ENSG00000232811,RP11-96K19.2
ENSG00000121931,LRIF1
ENSG00000273010,RP11-96K19.5
ENSG00000225672,CCNT2P1
ENSG00000156171,DRAM2
ENSG00000134255,CEPT1
ENSG00000272982,RP5-1180E21.4
ENSG00000273221,RP5-1180E21.5
ENSG00000162777,DENND2D
ENSG00000064886,CHI3L2
ENSG00000236040,CHIAP1
ENSG00000134216,CHIA
ENSG00000229283,RP5-1125M8.2
ENSG00000173947,PIFO
ENSG00000234020,CHIAP3
ENSG00000227179,PGCP1
ENSG00000085465,OVGP1
ENSG00000260948,RP11-552M11.8
ENSG00000243960,RP11-552M11.4
ENSG00000116455,WDR77
ENSG00000116459,ATP5F1
ENSG00000143110,C1orf162
